"apn","pstreet_addr","pcity","pstate","pzip","plon","plat","pminx","pminy","pmaxx","pmaxy","planduse","pfull_address","parcel_dir"
"6318015035","3530 E 60th Pl",NA,"CA",90255,-118.201427908,33.9857483163,-118.201522664,33.9855531098,-118.201332446,33.9859427181,"0200","3530 E 60th Pl,NA,CA,90255",6037
"22507610110000","2189 COROVAL DR","Sacramento","CA",95833,-121.511755108,38.6209477087,-121.511891732,38.6207974625,-121.51161798,38.6210980247,NA,"2189 COROVAL DR,Sacramento,CA,95833",6067
"3856011000","10449 PINE FLAT WAY","Nevada City","CA",95959,-120.932659462,39.284564707,-120.934258928,39.2832989254,-120.931552293,39.2857828435,NA,"10449 PINE FLAT WAY,Nevada City,CA,95959",6057
"073-062-021","2685 BURNSIDE RD","Freestone","CA",95472,-122.870766814,38.3725861504,-122.871551509,38.3723459355,-122.870036763,38.3728823312,NA,"2685 BURNSIDE RD,Freestone,CA,95472",6097
"128-036-013","808 Stokes Ave","Santa Maria","CA",93454,-120.415250375,34.9606237113,-120.415419237,34.960538407,-120.415081513,34.9607090169,"0100","808 Stokes Ave,Santa Maria,CA,93454",6083
"5764034012","622 Valle Vista Dr","Sierra Madre","CA",91024,-118.038948479,34.168778878,-118.03918324,34.1685445303,-118.038714154,34.169014199,"0101","622 Valle Vista Dr,Sierra Madre,CA,91024",6037
"5771005021","1670 Alta Oaks Dr","Arcadia","CA",91006,-118.027168161,34.1612652591,-118.027331488,34.1610729432,-118.026961022,34.1614008075,"0101","1670 Alta Oaks Dr,Arcadia,CA,91006",6037
"2428008W","1624 VICENTE ST","San Francisco","CA",94116,-122.484512795,37.7391721878,-122.484564967,37.7390331961,-122.484460642,37.7393111572,NA,"1624 VICENTE ST,San Francisco,CA,94116",6075
"054322025000","46756 PICAYUNE CREEK RD","Coarsegold","CA",93614,-119.69491972,37.2179251061,-119.695935372,37.2172538148,-119.69429365,37.2184878352,"RAXX","46756 PICAYUNE CREEK RD,Coarsegold,CA,93614",6039
"4178009011","1908 The Strand","Manhattan Bch","CA",90266,-118.414371985,33.8896065691,-118.414547081,33.8895122096,-118.414197373,33.8897011018,"0100","1908 The Strand,Manhattan Bch,CA,90266",6037
"189280023","1617 SKYCREST DR","Walnut Creek","CA",94595,-122.087953185,37.8778105715,-122.088038854,37.877755314,-122.087864778,37.8778612338,NA,"1617 SKYCREST DR,Walnut Creek,CA,94595",6013
"206390008","614 DUNHILL DR","Blackhawk","CA",94506,-121.916597248,37.7942430506,-121.916753993,37.7940839781,-121.91644039,37.7944040378,NA,"614 DUNHILL DR,Blackhawk,CA,94506",6013
"102368114","2048 MIRAMONTE CT","Chino Hills","CA",91709,-117.759301137,34.009607316,-117.759571074,34.0094610145,-117.759003771,34.0097799505,"510","2048 MIRAMONTE CT,Chino Hills,CA,91709",6071
"107781130","11257 TERRA VISTA PKWY","Rancho Cucamonga","CA",91730,-117.559348477,34.1176821893,-117.559416074,34.1176501187,-117.559280881,34.1177142591,"530","11257 TERRA VISTA PKWY,Rancho Cucamonga,CA,91730",6071
"27902032","600 S BAYWOOD AVE","San Jose","CA",95128,-121.945416945,37.3158465898,-121.945601286,37.3157438319,-121.94523245,37.3159524706,NA,"600 S BAYWOOD AVE,San Jose,CA,95128",6085
"4267035024","12400 Wilshire Blvd","Los Angeles","CA",90025,-118.469882556,34.0416895317,-118.470370363,34.0412552283,-118.469532954,34.0422109055,"1707","12400 Wilshire Blvd,Los Angeles,CA,90025",6037
"045-172-016","4900 PETALUMA HILL RD","Santa Rosa","CA",95404,-122.678729224,38.378008869,-122.679623092,38.3776641168,-122.677976752,38.3783610008,NA,"4900 PETALUMA HILL RD,Santa Rosa,CA,95404",6097
"5093025081","727 S Ardmore Ave","Los Angeles","CA",90005,-118.302300715,34.0590197133,-118.30253102,34.0587486195,-118.302083569,34.0593047748,"010C","727 S Ardmore Ave,Los Angeles,CA,90005",6037
"2822634500","1473 H ST","Ramona","CA",92065,-116.872556574,33.033815805,-116.87268522,33.0336812321,-116.87242648,33.0339527684,NA,"1473 H ST,Ramona,CA,92065",6073
"7014002008","16421 Pioneer Blvd","Norwalk","CA",90650,-118.083750089,33.8816716711,-118.084547557,33.8815091127,-118.082952837,33.8818342118,"3100","16421 Pioneer Blvd,Norwalk,CA,90650",6037
"946 337806800","1445 HARVEST RD","Pleasanton","CA",94566,-121.883091698,37.670090715,-121.883325541,37.6698931504,-121.882860917,37.6702631069,"1100","1445 HARVEST RD,Pleasanton,CA,94566",6001
"109-370-011","610 Sunrise Dr","Santa Maria","CA",93455,-120.431728033,34.9073994926,-120.431807854,34.9073447878,-120.431643292,34.9074337696,"0300","610 Sunrise Dr,Santa Maria,CA,93455",6083
"022643242","5766 SANTA YNEZ PL","Etiwanda","CA",91739,-117.498978532,34.149365699,-117.499167902,34.1492234843,-117.498789162,34.1495079112,"510","5766 SANTA YNEZ PL,Etiwanda,CA,91739",6071
"066-570-036","9552 WELLINGTON CIR","Windsor","CA",95492,-122.831800197,38.5508476559,-122.831973702,38.550672994,-122.831658459,38.5509912745,NA,"9552 WELLINGTON CIR,Windsor,CA,95492",6097
"030370115","33965 LAKE BREEZE DR","Oak Glen","CA",92399,-117.063649812,34.0367280316,-117.063846381,34.036474272,-117.063440111,34.0369881495,"532","33965 LAKE BREEZE DR,Oak Glen,CA,92399",6071
"1372027A","174 FUNSTON AVE","San Francisco","CA",94118,-122.471758532,37.7849726216,-122.471968303,37.7849289561,-122.471548762,37.7850162876,NA,"174 FUNSTON AVE,San Francisco,CA,94118",6075
"5191019003","3516 Hunter St","Los Angeles","CA",90023,-118.202174822,34.0193696406,-118.202242145,34.0192301058,-118.202107495,34.0195091479,"0100","3516 Hunter St,Los Angeles,CA,90023",6037
"7203004078","883 W 34th St","Long Beach","CA",90806,-118.203541344,33.8192296316,-118.204275334,33.818966241,-118.201910807,33.8197980207,"010C","883 W 34th St,Long Beach,CA,90806",6037
"824194004","2291 W HOBSONWAY","Blythe","CA",92225,-114.63163096,33.6105679008,-114.632019061,33.6101880094,-114.631253454,33.6109385359,NA,"2291 W HOBSONWAY,Blythe,CA,92225",6065
"010580029","1910 CELLINI TER","Brentwood","CA",94513,-121.72872733,37.9105710084,-121.728900625,37.9104164349,-121.728554035,37.9107255812,NA,"1910 CELLINI TER,Brentwood,CA,94513",6013
"2866016044","27603 Hartford Ave","Castaic","CA",91384,-118.617066917,34.453673865,-118.6171773,34.4535025109,-118.616958443,34.4538252192,"0101","27603 Hartford Ave,Castaic,CA,91384",6037
"14802300350000","114 W E ST","Galt","CA",95632,-121.310064184,38.2486897741,-121.310180857,38.2484834186,-121.309951315,38.2489220643,NA,"114 W E ST,Galt,CA,95632",6067
"5462312600","232 ADA ST","San Diego","CA",92113,-117.109561538,32.704278165,-117.109789834,32.7042425593,-117.109332231,32.7043130775,NA,"232 ADA ST,San Diego,CA,92113",6073
"039-313-006","101 W Carrillo St","Santa Barbara","CA",93101,-119.702998583,34.4200423563,-119.703239702,34.4198417414,-119.702757462,34.4202429707,"2500","101 W Carrillo St,Santa Barbara,CA,93101",6083
"2807035031","22016 Lucy Ct","Santa Clarita","CA",91350,-118.520510658,34.4491783239,-118.520653928,34.4490175556,-118.520416521,34.4493643136,"0100","22016 Lucy Ct,Santa Clarita,CA,91350",6037
"2771012800","16609 HIGHLAND VALLEY RD","Ramona","CA",92065,-116.977230049,33.0344776942,-116.978698349,33.0337838913,-116.975471664,33.0355163759,NA,"16609 HIGHLAND VALLEY RD,Ramona,CA,92065",6073
"61022012","742 PINON DR","Copperopolis","CA",95228,-120.617203359,37.9418753163,-120.618299737,37.9414393472,-120.616170756,37.9422914771,"1500","742 PINON DR,Copperopolis,CA,95228",6009
"014645032000","1630 MAPLEHURST ST","Arboga","CA",95961,-121.557055828,39.0671326359,-121.557166157,39.0669713341,-121.556945216,39.0672943792,NA,"1630 MAPLEHURST ST,Arboga,CA,95961",6115
"6348024039","8325 Advent Ave",NA,"CA",90660,-118.102963572,33.9892507705,-118.103158217,33.9891429685,-118.102776474,33.9893690124,"0100","8325 Advent Ave,NA,CA,90660",6037
"25601220090000","4840 ZUBE CT","Carmichael","CA",95608,-121.350772675,38.6294623699,-121.351003475,38.6293137517,-121.350537816,38.6296645793,NA,"4840 ZUBE CT,Carmichael,CA,95608",6067
"77903059","695 BLACK PRINCE CT","Morgan Hill","CA",95037,-121.637795257,37.0973814971,-121.638004012,37.0969572392,-121.637501827,37.097763788,NA,"695 BLACK PRINCE CT,Morgan Hill,CA,95037",6085
"8707022028","3611 Legato Ct","Phillips Ranch","CA",91766,-117.797918734,34.0427552616,-117.798985273,34.0415280352,-117.796903235,34.043701163,"010C","3611 Legato Ct,Phillips Ranch,CA,91766",6037
"3053058064","1850 E Avenue S4","Palmdale","CA",93550,-118.095932157,34.5532003294,-118.096078699,34.5530198313,-118.095805463,34.5533914238,"0100","1850 E Avenue S4,Palmdale,CA,93550",6037
"017404220","5 BOW C ST","Redlands","CA",92373,-117.165740856,34.0425906499,-117.166261712,34.0421574067,-117.165277426,34.042947443,"510","5 BOW C ST,Redlands,CA,92373",6071
"2912142300","3055 PHEASANT DR",NA,NA,92036,-116.575171146,33.0712626621,-116.575396437,33.0710727319,-116.574947458,33.0714497445,NA,"3055 PHEASANT DR,NA,NA,92036",6073
"392200026","27529 FERN PINE WAY","Murrieta","CA",92562,-117.18218381,33.6115402683,-117.182301651,33.6113413515,-117.182064275,33.61173366,NA,"27529 FERN PINE WAY,Murrieta,CA,92562",6065
"1615013F","758 30TH AVE","San Francisco","CA",94121,-122.489407449,37.7749741496,-122.489617195,37.7749304025,-122.489197705,37.7750178972,NA,"758 30TH AVE,San Francisco,CA,94121",6075
"768010009","84012 CALLE GRANADA","Coachella","CA",92236,-116.198675734,33.6851180839,-116.198896955,33.6849213236,-116.198409999,33.6852909714,NA,"84012 CALLE GRANADA,Coachella,CA,92236",6065
"469-060-038-000","1006 ORIOLE CT","Roseville","CA",95661,-121.254273251,38.7339289058,-121.254611385,38.7337175061,-121.254035917,38.7340639703,"01","1006 ORIOLE CT,Roseville,CA,95661",6061
"2556009004","7816 Wentworth St","Sunland","CA",91040,-118.303325195,34.2667365427,-118.303392208,34.2666221492,-118.303258163,34.2668509401,"0100","7816 Wentworth St,Sunland,CA,91040",6037
"8610020023","3461 Deerlane Dr","Duarte","CA",91010,-117.932453519,34.1507151459,-117.93267905,34.1505362047,-117.932224863,34.1508860246,"0101","3461 Deerlane Dr,Duarte,CA,91010",6037
"40809513","6515 N ANGUS ST","FRESNO","CA",93710,-119.777554482,36.8322914369,-119.777742838,36.8321984979,-119.777366126,36.8323843759,"11","6515 N ANGUS ST,FRESNO,CA,93710",6019
"5650041006","1110 Catalina Dr","Glendale","CA",91207,-118.237078134,34.172283602,-118.237444392,34.1719902617,-118.236759099,34.1725697607,"0100","1110 Catalina Dr,Glendale,CA,91207",6037
"4229018062","13600 Marina Pointe Dr","Marina Dl Rey","CA",90292,-118.444208156,33.9846469265,-118.444789407,33.9837971678,-118.443499041,33.9856396573,"010C","13600 Marina Pointe Dr,Marina Dl Rey,CA,90292",6037
"1851606500","12070 SIERRA ROJO RD","Valley Center","CA",92082,-117.06879067,33.2449997815,-117.0698415,33.2439506622,-117.067803778,33.2461537764,NA,"12070 SIERRA ROJO RD,Valley Center,CA,92082",6073
"2886512221","15547 DAVIS CUP LN",NA,NA,92065,-116.778488365,33.0028434483,-116.778577679,33.0027751703,-116.778398603,33.0029092585,NA,"15547 DAVIS CUP LN,NA,NA,92065",6073
"51014236","1250 HAVEN LN","Mckinleyville","CA",95519,-124.108545069,40.9465954976,-124.108640148,40.946403465,-124.108447413,40.9467897489,"R-3-D","1250 HAVEN LN,Mckinleyville,CA,95519",6023
"686251020","38265 CHUPEROSA LN","Cathedral City","CA",92234,-116.467051147,33.7700927358,-116.46728841,33.7698893378,-116.466797096,33.77031859,NA,"38265 CHUPEROSA LN,Cathedral City,CA,92234",6065
"11801210030000","5935 MACK RD","Sacramento","CA",95823,-121.433421541,38.4758666316,-121.433510109,38.4757599964,-121.433332592,38.4759736515,NA,"5935 MACK RD,Sacramento,CA,95823",6067
"004-062-043-000","121 PLEASANT AVE","Auburn","CA",95603,-121.073373319,38.8944716075,-121.073550888,38.8943275567,-121.07319572,38.894615669,"05","121 PLEASANT AVE,Auburn,CA,95603",6061
"7573019029","23 Albero Ct","Rancho Palos Verdes","CA",90275,-118.395610519,33.7458055743,-118.395893577,33.7454987102,-118.395329899,33.7460987224,"0103","23 Albero Ct,Rancho Palos Verdes,CA,90275",6037
"5186019046","3053 Guirado St",NA,"CA",90023,-118.2046242,34.0316906805,-118.204797171,34.031500357,-118.204451234,34.0318810292,"0100","3053 Guirado St,NA,CA,90023",6037
"501 113001802","39138 FREMONT BLVD","Fremont","CA",94538,-121.986080548,37.5481887668,-121.986665843,37.5476506091,-121.985495506,37.548725138,"9200","39138 FREMONT BLVD,Fremont,CA,94538",6001
"60129036","665 FLEMING AVE","San Jose","CA",95127,-121.808884596,37.3698659185,-121.809089866,37.3697002744,-121.808670545,37.3700250199,NA,"665 FLEMING AVE,San Jose,CA,95127",6085
"183171021","2231 SAN MIGUEL DR","Walnut Creek","CA",94596,-122.038381201,37.8862953783,-122.038649583,37.8860531011,-122.038112607,37.8865374789,NA,"2231 SAN MIGUEL DR,Walnut Creek,CA,94596",6013
"126164008","332 5TH AVE","Portola","CA",96122,-120.469411513,39.802059943,-120.469503243,39.8018865687,-120.469320272,39.8022336271,NA,"332 5TH AVE,Portola,CA,96122",6063
"6706500800","5556 BLOCH ST","San Diego","CA",92122,-117.233776639,32.8430275438,-117.233998532,32.8429100724,-117.233564797,32.8431483955,NA,"5556 BLOCH ST,San Diego,CA,92122",6073
"11508700060000","8272 WOODROSE CT","Sacramento","CA",95828,-121.401508078,38.4571359253,-121.401736133,38.4569615781,-121.401281609,38.4573313171,NA,"8272 WOODROSE CT,Sacramento,CA,95828",6067
"3244096027","22407 Lemon St","Green Valley","CA",91390,-118.526829501,34.4708705587,-118.526947347,34.4707158541,-118.526711161,34.4710265084,"0101","22407 Lemon St,Green Valley,CA,91390",6037
"752140049","78862 CANYON VIS","Palm Desert","CA",92211,-116.284118588,33.7857250826,-116.284204015,33.7855718846,-116.28403362,33.7858785893,NA,"78862 CANYON VIS,Palm Desert,CA,92211",6065
"2990720500","2069 SEAVIEW AVE","Del Mar","CA",92014,-117.2636012,32.9675814594,-117.263942045,32.967476133,-117.263294525,32.9676841341,NA,"2069 SEAVIEW AVE,Del Mar,CA,92014",6073
"040040073","203 PAULEY ST","Tehachapi","CA",93561,-118.451229249,35.1312872754,-118.451415185,35.1311625384,-118.451043311,35.1314120102,"1100","203 PAULEY ST,Tehachapi,CA,93561",6029
"053-140-016","3644 RD 172","Visalia",NA,93292,-119.185031122,36.4528056058,-119.186023335,36.4522626631,-119.183864626,36.4536723758,NA,"3644 RD 172,Visalia,NA,93292",6107
"230084003000","4214 BERRYESA AVE","Merced","CA",95348,-120.469286442,37.3453652075,-120.469486139,37.3453171787,-120.469088413,37.3454134091,"101","4214 BERRYESA AVE,Merced,CA,95348",6047
"054-611-14","125 PASEO BALLENA","Aptos","CA",95003,-121.884351564,36.9576386306,-121.884465614,36.957541038,-121.884237409,36.9577362582,"027","125 PASEO BALLENA,Aptos,CA,95003",6087
"41236012","609 UNION AVE","Campbell","CA",95008,-121.936875899,37.2786862855,-121.936937733,37.278595899,-121.936808233,37.2787729884,NA,"609 UNION AVE,Campbell,CA,95008",6085
"1761102000","764 EUCALYPTUS AVE","Vista","CA",92084,-117.231112287,33.2014462614,-117.231424029,33.2011352832,-117.230801933,33.2017573519,NA,"764 EUCALYPTUS AVE,Vista,CA,92084",6073
"232849102","760 MCALISTER RD","Big Bear City","CA",92314,-116.86569149,34.2466743839,-116.866140716,34.2465329436,-116.865243606,34.2468149863,"510","760 MCALISTER RD,Big Bear City,CA,92314",6071
"019358179","15374 COLEEN ST","Fontana","CA",92337,-117.469510025,34.0470622408,-117.469611749,34.0469365022,-117.469408028,34.0471868975,"510","15374 COLEEN ST,Fontana,CA,92337",6071
"113082004","3312 WREN AVE","Concord","CA",94519,-122.017070147,37.9800411344,-122.017166478,37.9798369755,-122.016973008,37.980257079,NA,"3312 WREN AVE,Concord,CA,94519",6013
"3074008015","38941 162nd St E","Palmdale","CA",93591,-117.841720869,34.5894556065,-117.842209539,34.5893180047,-117.841232165,34.589593206,"0100","38941 162nd St E,Palmdale,CA,93591",6037
"774172020","53975 AVENIDA MENDOZA","La Quinta","CA",92253,-116.306510368,33.6565951512,-116.306676509,33.6565273928,-116.306344243,33.6566630362,NA,"53975 AVENIDA MENDOZA,La Quinta,CA,92253",6065
"158-172-049","6448 MEADOW PINES AVE","Rohnert Park","CA",94928,-122.691921341,38.3452407406,-122.691990711,38.3451761514,-122.691852176,38.3453029882,NA,"6448 MEADOW PINES AVE,Rohnert Park,CA,94928",6097
"4537831200","3127 VANCOUVER AVE","San Diego","CA",92104,-117.117136202,32.739234076,-117.117397551,32.7391068025,-117.116870736,32.7393573805,NA,"3127 VANCOUVER AVE,San Diego,CA,92104",6073
"1853683048","8858 LAWRENCE WELK DR","Escondido","CA",92026,-117.144665273,33.2373481161,-117.145164205,33.2364388294,-117.143997784,33.2381526139,NA,"8858 LAWRENCE WELK DR,Escondido,CA,92026",6073
"150075006000","2511 PALORA AVE","Atwater","CA",95301,-120.62169345,37.3626509588,-120.621819414,37.3625041528,-120.621564451,37.3627939992,"101","2511 PALORA AVE,Atwater,CA,95301",6047
"45227201","636 N BROADWAY ST","FRESNO","CA",93728,-119.802458017,36.752034787,-119.802709554,36.7519266355,-119.802206291,36.7521428097,"11","636 N BROADWAY ST,FRESNO,CA,93728",6019
"1881410400","28537 SUNSET RD","Valley Center","CA",92082,-116.979302582,33.2322714073,-116.979791654,33.2318116219,-116.978716395,33.2327655639,NA,"28537 SUNSET RD,Valley Center,CA,92082",6073
"4157031073","2404 Clark Ln","Redondo Beach","CA",90278,-118.368007959,33.865909073,-118.368090607,33.8657029266,-118.36792532,33.8661152741,"010C","2404 Clark Ln,Redondo Beach,CA,90278",6037
"2779004053","8710 Independence Ave","Box Canyon","CA",91304,-118.59044925,34.2285914021,-118.590607284,34.2283191094,-118.590292233,34.2288602779,"010C","8710 Independence Ave,Box Canyon,CA,91304",6037
"016 139902700","405   60TH ST","Oakland","CA",94609,-122.256740515,37.8466198141,-122.256836015,37.8465402872,-122.256645019,37.8466993399,"1100","405   60TH ST,Oakland,CA,94609",6001
"00928117","3571 CALIFORNIA ST","Eureka","CA",95503,-124.17011395,40.7755075944,-124.170318641,40.7754342038,-124.169909259,40.7755809849,"CITY OF EU","3571 CALIFORNIA ST,Eureka,CA,95503",6023
"4265019061","11970 Montana Ave","Los Angeles","CA",90049,-118.471766002,34.0507286711,-118.472306736,34.0503766665,-118.47121157,34.0511141118,"010C","11970 Montana Ave,Los Angeles,CA,90049",6037
"1663931900","2920 ALTURA DR","Oceanside","CA",92056,-117.290153814,33.1929526844,-117.290321831,33.1928408204,-117.289987675,33.1930662506,NA,"2920 ALTURA DR,Oceanside,CA,92056",6073
"946 340900500","6280 PASEO SANTA CRUZ","Pleasanton","CA",94566,-121.900359951,37.6659786825,-121.900538599,37.6658142197,-121.900181229,37.6661433773,"1100","6280 PASEO SANTA CRUZ,Pleasanton,CA,94566",6001
"26901710130000","3921 LASUEN DR","Sacramento","CA",95821,-121.373304659,38.6134542814,-121.373403794,38.6132818725,-121.373180407,38.6136445859,NA,"3921 LASUEN DR,Sacramento,CA,95821",6067
"77326014","15220 YVONNE DR","Morgan Hill","CA",95037,-121.666408609,37.0931464852,-121.668169126,37.0920517943,-121.664679597,37.0944654744,NA,"15220 YVONNE DR,Morgan Hill,CA,95037",6085
"016403234","939 E OLIVE ST","Colton","CA",92324,-117.312392411,34.077855435,-117.312573415,34.077670637,-117.312183851,34.078043389,"510","939 E OLIVE ST,Colton,CA,92324",6071
"2662025026","11144 Haskell Ave","Granada Hills","CA",91344,-118.475629004,34.2732792038,-118.475826738,34.2731942616,-118.475431296,34.2733641346,"0100","11144 Haskell Ave,Granada Hills,CA,91344",6037
"062023035","1323 Tamera Dr","Oceano","CA",93445,-120.604497498,35.1058014559,-120.604668929,35.1057177977,-120.60432617,35.1058851605,NA,"1323 Tamera Dr,Oceano,CA,93445",6079
"7167003038","5123 Hedda St","Lakewood","CA",90712,-118.132919161,33.8644174071,-118.133003045,33.8642315643,-118.13283526,33.8646032483,"0100","5123 Hedda St,Lakewood,CA,90712",6037
"343130008","21701 ELLIS AVE","Perris","CA",92570,-117.280524828,33.771504051,-117.281058448,33.7709976158,-117.279986456,33.7720096441,NA,"21701 ELLIS AVE,Perris,CA,92570",6065
"5374015015","901 E Leslie Dr","San Gabriel","CA",91775,-118.088453841,34.1074523296,-118.088548633,34.1072646366,-118.088359048,34.1076399027,"0100","901 E Leslie Dr,San Gabriel,CA,91775",6037
"006-570-038-000","3176 CALISTOGA DR","Chico","CA",95973,-121.875182647,39.7673998131,-121.875409124,39.7672293819,-121.874955669,39.7675709778,"RS","3176 CALISTOGA DR,Chico,CA,95973",6007
"2342200300","1318 QUARTZ HILL LN","Escondido","CA",92027,-117.054802393,33.1193743863,-117.055103406,33.1190380329,-117.054433717,33.1196580843,NA,"1318 QUARTZ HILL LN,Escondido,CA,92027",6073
"235341013","2359 ENGEL DR","Riverside","CA",92506,-117.383814411,33.9247222044,-117.384079969,33.9245038227,-117.38353259,33.924932992,NA,"2359 ENGEL DR,Riverside,CA,92506",6065
"3921720700","12669 ACADIA WAY","Lakeside","CA",92040,-116.918670576,32.8830050349,-116.91898896,32.8826120565,-116.91815962,32.8834872573,NA,"12669 ACADIA WAY,Lakeside,CA,92040",6073
"033-088-005-000","296 INCLINE AVE","Oroville","CA",95966,-121.530931615,39.52807437,-121.5312437,39.527875287,-121.530665604,39.5286137665,"RM","296 INCLINE AVE,Oroville,CA,95966",6007
"4461220800","3104 MEADE AVE","San Diego","CA",92116,-117.127353614,32.7574737729,-117.127581443,32.757404216,-117.127125812,32.7575433167,NA,"3104 MEADE AVE,San Diego,CA,92116",6073
"5608006002","1365 Country Club Dr","Burbank","CA",91501,-118.288093721,34.2024134863,-118.288313106,34.2022614165,-118.287899703,34.2025545014,"0100","1365 Country Club Dr,Burbank,CA,91501",6037
"5072024023","1516 5th Ave","Los Angeles","CA",90019,-118.322141171,34.0448743187,-118.32237252,34.0448048825,-118.321909822,34.0449437549,"0100","1516 5th Ave,Los Angeles,CA,90019",6037
"0153034","1359 VALLEJO ST","San Francisco","CA",94109,-122.419558821,37.7969327959,-122.41963685,37.7967387748,-122.419480791,37.797126817,NA,"1359 VALLEJO ST,San Francisco,CA,94109",6075
"500370009","2519 NASON AVE","El Cerrito","CA",94530,-122.316356013,37.9351233427,-122.316558688,37.9349727247,-122.316196419,37.935261421,NA,"2519 NASON AVE,El Cerrito,CA,94530",6013
"048 629801202","4915 SCOTIA AVE","Oakland","CA",94605,-122.122745812,37.7559583857,-122.122934728,37.7556992762,-122.122582665,37.7562025253,"1100","4915 SCOTIA AVE,Oakland,CA,94605",6001
"4352009017","1520 Schuyler Rd","Beverly Hills","CA",90210,-118.401077765,34.0993231027,-118.401253212,34.0992085013,-118.40094097,34.0994485996,"0100","1520 Schuyler Rd,Beverly Hills,CA,90210",6037
"921191004","30090 DEL REY RD","Temecula","CA",92591,-117.133662182,33.5223113589,-117.134048396,33.5219726309,-117.133252142,33.5226514345,NA,"30090 DEL REY RD,Temecula,CA,92591",6065
"23504400100000","9332 CALTROP CT","Fair Oaks","CA",95628,-121.205170723,38.6563638412,-121.205352882,38.6562255012,-121.20494912,38.6565613587,NA,"9332 CALTROP CT,Fair Oaks,CA,95628",6067
"4110004010","7501 Arizona Ave","Los Angeles","CA",90045,-118.396390248,33.9730361886,-118.396679076,33.972961337,-118.396134709,33.9731039688,"0100","7501 Arizona Ave,Los Angeles,CA,90045",6037
"8326016005","1415 E 3rd St","Phillips Ranch","CA",91766,-117.727969255,34.058046845,-117.728312719,34.0575569372,-117.72762643,34.0585361749,"3700","1415 E 3rd St,Phillips Ranch,CA,91766",6037
"5321016073","707 N Bushnell Ave","Alhambra","CA",91801,-118.141546494,34.1001895942,-118.141794949,34.1000852248,-118.141298037,34.1002939546,"0200","707 N Bushnell Ave,Alhambra,CA,91801",6037
"024370084000","1060 OLDS AVE","Livingston","CA",95334,-120.714146089,37.3952025786,-120.714330398,37.3951194504,-120.713961058,37.3952854768,"101","1060 OLDS AVE,Livingston,CA,95334",6047
"6591014","442 DUNCAN ST","San Francisco","CA",94131,-122.430154996,37.7461481698,-122.430221748,37.7459884741,-122.430088244,37.7463078658,NA,"442 DUNCAN ST,San Francisco,CA,94131",6075
"56018112","710 W BRITTANY LN","CLOVIS","CA",93619,-119.727845809,36.8615130847,-119.727924756,36.8614215741,-119.727766862,36.8616045953,"11","710 W BRITTANY LN,CLOVIS,CA,93619",6019
"035635203","5290 ORCHARD DR",NA,NA,92397,-117.614659126,34.3465755325,-117.614867826,34.3464382344,-117.614450428,34.3467128307,"510","5290 ORCHARD DR,NA,NA,92397",6071
